att_id,emp_id,att_date,status
20162,225,2024-01-02,Present
20163,225,2024-01-03,Present
20164,225,2024-01-04,Present
20165,225,2024-01-05,Present
20166,225,2024-01-06,Holiday
20167,225,2024-01-07,Holiday
20168,225,2024-01-08,Present
20169,225,2024-01-09,Present
20170,225,2024-01-10,Present
20171,225,2024-01-11,Present
20172,225,2024-01-12,Absent
20173,225,2024-01-13,Holiday
20174,225,2024-01-14,Holiday
20175,225,2024-01-15,Present
20176,225,2024-01-16,Present
20177,225,2024-01-17,Present
20178,225,2024-01-18,Present
20179,225,2024-01-19,Present
20180,225,2024-01-20,Holiday
20181,225,2024-01-21,Holiday
20182,225,2024-01-22,Leave
20183,225,2024-01-23,Present
20184,225,2024-01-24,Absent
20185,225,2024-01-25,Present
20186,225,2024-01-26,Present
20187,225,2024-01-27,Holiday
20188,225,2024-01-28,Holiday
20189,225,2024-01-29,Leave
20190,225,2024-01-30,Present
20191,225,2024-01-31,Present
20192,225,2024-02-01,Present
20193,225,2024-02-02,Present
20194,225,2024-02-03,Holiday
20195,225,2024-02-04,Holiday
20196,225,2024-02-05,Present
20197,225,2024-02-06,Present
20198,225,2024-02-07,Leave
20199,225,2024-02-08,Leave
20200,225,2024-02-09,Holiday
20201,225,2024-02-10,Holiday
20202,225,2024-02-11,Holiday
20203,225,2024-02-12,Present
20204,225,2024-02-13,Present
20205,225,2024-02-14,Present
20206,225,2024-02-15,Present
20207,225,2024-02-16,Absent
20208,225,2024-02-17,Holiday
20209,225,2024-02-18,Holiday
20210,225,2024-02-19,Holiday
20211,225,2024-02-20,Absent
20212,225,2024-02-21,Holiday
20213,225,2024-02-22,Absent
20214,225,2024-02-23,Present
20215,225,2024-02-24,Holiday
20216,225,2024-02-25,Holiday
20217,225,2024-02-26,Present
20218,225,2024-02-27,Present
20219,225,2024-02-28,Leave
20220,225,2024-03-01,Present
20221,225,2024-03-02,Holiday
20222,225,2024-03-03,Holiday
20223,225,2024-03-04,Present
20224,225,2024-03-05,Leave
20225,225,2024-03-06,Present
20226,225,2024-03-07,Present
20227,225,2024-03-08,Present
20228,225,2024-03-09,Holiday
20229,225,2024-03-10,Holiday
20230,225,2024-03-11,Leave
20231,225,2024-03-12,Present
20232,225,2024-03-13,Present
20233,225,2024-03-14,Present
20234,225,2024-03-15,Holiday
20235,225,2024-03-16,Holiday
20236,225,2024-03-17,Holiday
20237,225,2024-03-18,Absent
20238,225,2024-03-19,Absent
20239,225,2024-03-20,Present
20240,225,2024-03-21,Present
20241,225,2024-03-22,Present
20242,225,2024-03-23,Holiday
20243,225,2024-03-24,Holiday
20244,225,2024-03-25,Holiday
20245,225,2024-03-26,Holiday
20246,225,2024-03-27,Present
20247,225,2024-03-28,Present
20248,225,2024-03-29,Present
20249,225,2024-03-30,Holiday
20250,225,2024-03-31,Holiday
20251,226,2024-01-01,Present
20252,226,2024-01-02,Present
20253,226,2024-01-03,Absent
20254,226,2024-01-04,Present
20255,226,2024-01-05,Holiday
20256,226,2024-01-06,Holiday
20257,226,2024-01-07,Holiday
20258,226,2024-01-08,Present
20259,226,2024-01-09,Absent
20260,226,2024-01-10,Present
20261,226,2024-01-11,Leave
20262,226,2024-01-12,Present
20263,226,2024-01-13,Holiday
20264,226,2024-01-14,Holiday
20265,226,2024-01-15,Present
20266,226,2024-01-16,Leave
20267,226,2024-01-17,Present
20268,226,2024-01-18,Absent
20269,226,2024-01-19,Absent
20270,226,2024-01-20,Holiday
20271,226,2024-01-21,Holiday
20272,226,2024-01-22,Present
20273,226,2024-01-23,Absent
20274,226,2024-01-24,Holiday
20275,226,2024-01-25,Holiday
20276,226,2024-01-26,Present
20277,226,2024-01-27,Holiday
20278,226,2024-01-28,Holiday
20279,226,2024-01-29,Present
20280,226,2024-01-30,Leave
20281,226,2024-01-31,Present
20282,226,2024-02-01,Present
20283,226,2024-02-02,Absent
20284,226,2024-02-03,Holiday
20285,226,2024-02-04,Holiday
20286,226,2024-02-05,Present
20287,226,2024-02-06,Holiday
20288,226,2024-02-07,Present
20289,226,2024-02-08,Present
20290,226,2024-02-09,Leave
20291,226,2024-02-10,Holiday
20292,226,2024-02-11,Holiday
20293,226,2024-02-12,Present
20294,226,2024-02-13,Holiday
20295,226,2024-02-14,Present
20296,226,2024-02-15,Present
20297,226,2024-02-16,Absent
20298,226,2024-02-17,Holiday
20299,226,2024-02-18,Holiday
20300,226,2024-02-19,Present
20301,226,2024-02-20,Present
20302,226,2024-02-21,Present
20303,226,2024-02-22,Present
20304,226,2024-02-23,Present
20305,226,2024-02-24,Holiday
20306,226,2024-02-25,Holiday
20307,226,2024-02-26,Holiday
20308,226,2024-02-27,Present
20309,226,2024-02-28,Present
20310,226,2024-03-01,Present
20311,226,2024-03-02,Holiday
20312,226,2024-03-03,Holiday
20313,226,2024-03-04,Present
20314,226,2024-03-05,Present
20315,226,2024-03-06,Present
20316,226,2024-03-07,Present
20317,226,2024-03-08,Present
20318,226,2024-03-09,Holiday
20319,226,2024-03-10,Holiday
20320,226,2024-03-11,Present
20321,226,2024-03-12,Present
20322,226,2024-03-13,Present
20323,226,2024-03-14,Present
20324,226,2024-03-15,Present
20325,226,2024-03-16,Holiday
20326,226,2024-03-17,Holiday
20327,226,2024-03-18,Present
20328,226,2024-03-19,Present
20329,226,2024-03-20,Holiday
20330,226,2024-03-21,Present
20331,226,2024-03-22,Present
20332,226,2024-03-23,Holiday
20333,226,2024-03-24,Holiday
20334,226,2024-03-25,Present
20335,226,2024-03-26,Present
20336,226,2024-03-27,Present
20337,226,2024-03-28,Leave
20338,226,2024-03-29,Absent
20339,226,2024-03-30,Holiday
20340,226,2024-03-31,Holiday
20341,227,2024-01-01,Present
20342,227,2024-01-02,Holiday
20343,227,2024-01-03,Holiday
20344,227,2024-01-04,Absent
20345,227,2024-01-05,Present
20346,227,2024-01-06,Holiday
20347,227,2024-01-07,Holiday
20348,227,2024-01-08,Present
20349,227,2024-01-09,Present
20350,227,2024-01-10,Absent
20351,227,2024-01-11,Present
20352,227,2024-01-12,Present
20353,227,2024-01-13,Holiday
20354,227,2024-01-14,Holiday
20355,227,2024-01-15,Present
20356,227,2024-01-16,Present
20357,227,2024-01-17,Leave
20358,227,2024-01-18,Absent
20359,227,2024-01-19,Present
20360,227,2024-01-20,Holiday
20361,227,2024-01-21,Holiday
20362,227,2024-01-22,Leave
20363,227,2024-01-23,Present
20364,227,2024-01-24,Leave
20365,227,2024-01-25,Present
20366,227,2024-01-26,Present
20367,227,2024-01-27,Holiday
20368,227,2024-01-28,Holiday
20369,227,2024-01-29,Present
20370,227,2024-01-30,Absent
20371,227,2024-01-31,Present
20372,227,2024-02-01,Holiday
20373,227,2024-02-02,Holiday
20374,227,2024-02-03,Holiday
20375,227,2024-02-04,Holiday
20376,227,2024-02-05,Holiday
20377,227,2024-02-06,Absent
20378,227,2024-02-07,Leave
20379,227,2024-02-08,Present
20380,227,2024-02-09,Present
20381,227,2024-02-10,Holiday
20382,227,2024-02-11,Holiday
20383,227,2024-02-12,Present
20384,227,2024-02-13,Present
20385,227,2024-02-14,Present
20386,227,2024-02-15,Present
20387,227,2024-02-16,Present
20388,227,2024-02-17,Holiday
20389,227,2024-02-18,Holiday
20390,227,2024-02-19,Leave
20391,227,2024-02-20,Present
20392,227,2024-02-21,Holiday
20393,227,2024-02-22,Present
20394,227,2024-02-23,Leave
20395,227,2024-02-24,Holiday
20396,227,2024-02-25,Holiday
20397,227,2024-02-26,Present
20398,227,2024-02-27,Present
20399,227,2024-02-28,Present
20400,227,2024-03-01,Present
20401,227,2024-03-02,Holiday
20402,227,2024-03-03,Holiday
20403,227,2024-03-04,Present
20404,227,2024-03-05,Present
20405,227,2024-03-06,Present
20406,227,2024-03-07,Present
20407,227,2024-03-08,Present
20408,227,2024-03-09,Holiday
20409,227,2024-03-10,Holiday
20410,227,2024-03-11,Leave
20411,227,2024-03-12,Leave
20412,227,2024-03-13,Present
20413,227,2024-03-14,Present
20414,227,2024-03-15,Present
20415,227,2024-03-16,Holiday
20416,227,2024-03-17,Holiday
20417,227,2024-03-18,Present
20418,227,2024-03-19,Present
20419,227,2024-03-20,Leave
20420,227,2024-03-21,Holiday
20421,227,2024-03-22,Present
20422,227,2024-03-23,Holiday
20423,227,2024-03-24,Holiday
20424,227,2024-03-25,Present
20425,227,2024-03-26,Absent
20426,227,2024-03-27,Leave
20427,227,2024-03-28,Absent
20428,227,2024-03-29,Leave
20429,227,2024-03-30,Holiday
20430,227,2024-03-31,Holiday
20431,228,2024-01-01,Present
20432,228,2024-01-02,Present
20433,228,2024-01-03,Present
20434,228,2024-01-04,Present
20435,228,2024-01-05,Present
20436,228,2024-01-06,Holiday
20437,228,2024-01-07,Holiday
20438,228,2024-01-08,Holiday
20439,228,2024-01-09,Leave
20440,228,2024-01-10,Leave
20441,228,2024-01-11,Present
20442,228,2024-01-12,Present
20443,228,2024-01-13,Holiday
20444,228,2024-01-14,Holiday
20445,228,2024-01-15,Present
20446,228,2024-01-16,Present
20447,228,2024-01-17,Leave
20448,228,2024-01-18,Absent
20449,228,2024-01-19,Present
20450,228,2024-01-20,Holiday
20451,228,2024-01-21,Holiday
20452,228,2024-01-22,Present
20453,228,2024-01-23,Leave
20454,228,2024-01-24,Present
20455,228,2024-01-25,Holiday
20456,228,2024-01-26,Present
20457,228,2024-01-27,Holiday
20458,228,2024-01-28,Holiday
20459,228,2024-01-29,Present
20460,228,2024-01-30,Present
20461,228,2024-01-31,Leave
20462,228,2024-02-01,Present
20463,228,2024-02-02,Leave
20464,228,2024-02-03,Holiday
20465,228,2024-02-04,Holiday
20466,228,2024-02-05,Present
20467,228,2024-02-06,Present
20468,228,2024-02-07,Present
20469,228,2024-02-08,Present
20470,228,2024-02-09,Present
20471,228,2024-02-10,Holiday
20472,228,2024-02-11,Holiday
20473,228,2024-02-12,Present
20474,228,2024-02-13,Leave
20475,228,2024-02-14,Present
20476,228,2024-02-15,Absent
20477,228,2024-02-16,Absent
20478,228,2024-02-17,Holiday
20479,228,2024-02-18,Holiday
20480,228,2024-02-19,Present
20481,228,2024-02-20,Present
20482,228,2024-02-21,Present
20483,228,2024-02-22,Present
20484,228,2024-02-23,Holiday
20485,228,2024-02-24,Holiday
20486,228,2024-02-25,Holiday
20487,228,2024-02-26,Present
20488,228,2024-02-27,Leave
20489,228,2024-02-28,Present
20490,228,2024-03-01,Present
20491,228,2024-03-02,Holiday
20492,228,2024-03-03,Holiday
20493,228,2024-03-04,Present
20494,228,2024-03-05,Present
20495,228,2024-03-06,Leave
20496,228,2024-03-07,Present
20497,228,2024-03-08,Present
20498,228,2024-03-09,Holiday
20499,228,2024-03-10,Holiday
20500,228,2024-03-11,Present
20501,228,2024-03-12,Absent
20502,228,2024-03-13,Present
20503,228,2024-03-14,Present
20504,228,2024-03-15,Present
20505,228,2024-03-16,Holiday
20506,228,2024-03-17,Holiday
20507,228,2024-03-18,Holiday
20508,228,2024-03-19,Present
20509,228,2024-03-20,Absent
20510,228,2024-03-21,Present
20511,228,2024-03-22,Absent
20512,228,2024-03-23,Holiday
20513,228,2024-03-24,Holiday
20514,228,2024-03-25,Present
20515,228,2024-03-26,Present
20516,228,2024-03-27,Present
20517,228,2024-03-28,Present
20518,228,2024-03-29,Present
20519,228,2024-03-30,Holiday
20520,228,2024-03-31,Holiday
20521,229,2024-01-01,Present
20522,229,2024-01-02,Holiday
20523,229,2024-01-03,Absent
20524,229,2024-01-04,Holiday
20525,229,2024-01-05,Leave
20526,229,2024-01-06,Holiday
20527,229,2024-01-07,Holiday
20528,229,2024-01-08,Present
20529,229,2024-01-09,Absent
20530,229,2024-01-10,Present
20531,229,2024-01-11,Absent
20532,229,2024-01-12,Present
20533,229,2024-01-13,Holiday
20534,229,2024-01-14,Holiday
20535,229,2024-01-15,Leave
20536,229,2024-01-16,Absent
20537,229,2024-01-17,Holiday
20538,229,2024-01-18,Present
20539,229,2024-01-19,Leave
20540,229,2024-01-20,Holiday
20541,229,2024-01-21,Holiday
20542,229,2024-01-22,Leave
20543,229,2024-01-23,Leave
20544,229,2024-01-24,Present
20545,229,2024-01-25,Leave
20546,229,2024-01-26,Present
20547,229,2024-01-27,Holiday
20548,229,2024-01-28,Holiday
20549,229,2024-01-29,Present
20550,229,2024-01-30,Present
20551,229,2024-01-31,Present
20552,229,2024-02-01,Present
20553,229,2024-02-02,Absent
20554,229,2024-02-03,Holiday
20555,229,2024-02-04,Holiday
20556,229,2024-02-05,Present
20557,229,2024-02-06,Absent
20558,229,2024-02-07,Present
20559,229,2024-02-08,Present
20560,229,2024-02-09,Absent
20561,229,2024-02-10,Holiday
20562,229,2024-02-11,Holiday
20563,229,2024-02-12,Present
20564,229,2024-02-13,Present
20565,229,2024-02-14,Absent
20566,229,2024-02-15,Present
20567,229,2024-02-16,Leave
20568,229,2024-02-17,Holiday
20569,229,2024-02-18,Holiday
20570,229,2024-02-19,Present
20571,229,2024-02-20,Absent
20572,229,2024-02-21,Absent
20573,229,2024-02-22,Leave
20574,229,2024-02-23,Leave
20575,229,2024-02-24,Holiday
20576,229,2024-02-25,Holiday
20577,229,2024-02-26,Present
20578,229,2024-02-27,Holiday
20579,229,2024-02-28,Present
20580,229,2024-03-01,Present
20581,229,2024-03-02,Holiday
20582,229,2024-03-03,Holiday
20583,229,2024-03-04,Present
20584,229,2024-03-05,Present
20585,229,2024-03-06,Holiday
20586,229,2024-03-07,Present
20587,229,2024-03-08,Present
20588,229,2024-03-09,Holiday
20589,229,2024-03-10,Holiday
20590,229,2024-03-11,Present
20591,229,2024-03-12,Absent
20592,229,2024-03-13,Present
20593,229,2024-03-14,Present
20594,229,2024-03-15,Present
20595,229,2024-03-16,Holiday
20596,229,2024-03-17,Holiday
20597,229,2024-03-18,Leave
20598,229,2024-03-19,Present
20599,229,2024-03-20,Present
20600,229,2024-03-21,Present
20601,229,2024-03-22,Present
20602,229,2024-03-23,Holiday
20603,229,2024-03-24,Holiday
20604,229,2024-03-25,Present
20605,229,2024-03-26,Present
20606,229,2024-03-27,Present
20607,229,2024-03-28,Leave
20608,229,2024-03-29,Present
20609,229,2024-03-30,Holiday
20610,229,2024-03-31,Holiday
20611,230,2024-01-01,Holiday
20612,230,2024-01-02,Absent
20613,230,2024-01-03,Present
20614,230,2024-01-04,Present
20615,230,2024-01-05,Present
20616,230,2024-01-06,Holiday
20617,230,2024-01-07,Holiday
20618,230,2024-01-08,Present
20619,230,2024-01-09,Absent
20620,230,2024-01-10,Holiday
20621,230,2024-01-11,Present
20622,230,2024-01-12,Present
20623,230,2024-01-13,Holiday
20624,230,2024-01-14,Holiday
20625,230,2024-01-15,Absent
20626,230,2024-01-16,Present
20627,230,2024-01-17,Present
20628,230,2024-01-18,Absent
20629,230,2024-01-19,Present
20630,230,2024-01-20,Holiday
20631,230,2024-01-21,Holiday
20632,230,2024-01-22,Present
20633,230,2024-01-23,Leave
20634,230,2024-01-24,Holiday
20635,230,2024-01-25,Present
20636,230,2024-01-26,Present
20637,230,2024-01-27,Holiday
20638,230,2024-01-28,Holiday
20639,230,2024-01-29,Holiday
20640,230,2024-01-30,Present
20641,230,2024-01-31,Present
20642,230,2024-02-01,Holiday
20643,230,2024-02-02,Present
20644,230,2024-02-03,Holiday
20645,230,2024-02-04,Holiday
20646,230,2024-02-05,Present
20647,230,2024-02-06,Present
20648,230,2024-02-07,Leave
20649,230,2024-02-08,Absent
20650,230,2024-02-09,Present
20651,230,2024-02-10,Holiday
20652,230,2024-02-11,Holiday
20653,230,2024-02-12,Present
20654,230,2024-02-13,Holiday
20655,230,2024-02-14,Holiday
20656,230,2024-02-15,Holiday
20657,230,2024-02-16,Present
20658,230,2024-02-17,Holiday
20659,230,2024-02-18,Holiday
20660,230,2024-02-19,Leave
20661,230,2024-02-20,Leave
20662,230,2024-02-21,Absent
20663,230,2024-02-22,Leave
20664,230,2024-02-23,Present
20665,230,2024-02-24,Holiday
20666,230,2024-02-25,Holiday
20667,230,2024-02-26,Present
20668,230,2024-02-27,Holiday
20669,230,2024-02-28,Present
20670,230,2024-03-01,Present
20671,230,2024-03-02,Holiday
20672,230,2024-03-03,Holiday
20673,230,2024-03-04,Present
20674,230,2024-03-05,Present
20675,230,2024-03-06,Present
20676,230,2024-03-07,Absent
20677,230,2024-03-08,Present
20678,230,2024-03-09,Holiday
20679,230,2024-03-10,Holiday
20680,230,2024-03-11,Holiday
20681,230,2024-03-12,Present
20682,230,2024-03-13,Present
20683,230,2024-03-14,Absent
20684,230,2024-03-15,Absent
20685,230,2024-03-16,Holiday
20686,230,2024-03-17,Holiday
20687,230,2024-03-18,Present
20688,230,2024-03-19,Present
20689,230,2024-03-20,Present
20690,230,2024-03-21,Present
20691,230,2024-03-22,Holiday
20692,230,2024-03-23,Holiday
20693,230,2024-03-24,Holiday
20694,230,2024-03-25,Present
20695,230,2024-03-26,Present
20696,230,2024-03-27,Present
20697,230,2024-03-28,Present
20698,230,2024-03-29,Present
20699,230,2024-03-30,Holiday
20700,230,2024-03-31,Holiday
20701,231,2024-01-01,Present
20702,231,2024-01-02,Holiday
20703,231,2024-01-03,Present
20704,231,2024-01-04,Present
20705,231,2024-01-05,Present
20706,231,2024-01-06,Holiday
20707,231,2024-01-07,Holiday
20708,231,2024-01-08,Present
20709,231,2024-01-09,Present
20710,231,2024-01-10,Leave
20711,231,2024-01-11,Absent
20712,231,2024-01-12,Absent
20713,231,2024-01-13,Holiday
20714,231,2024-01-14,Holiday
20715,231,2024-01-15,Present
20716,231,2024-01-16,Leave
20717,231,2024-01-17,Present
20718,231,2024-01-18,Present
20719,231,2024-01-19,Present
20720,231,2024-01-20,Holiday
20721,231,2024-01-21,Holiday
20722,231,2024-01-22,Holiday
20723,231,2024-01-23,Present
20724,231,2024-01-24,Absent
20725,231,2024-01-25,Present
20726,231,2024-01-26,Absent
20727,231,2024-01-27,Holiday
20728,231,2024-01-28,Holiday
20729,231,2024-01-29,Absent
20730,231,2024-01-30,Present
20731,231,2024-01-31,Present
20732,231,2024-02-01,Present
20733,231,2024-02-02,Present
20734,231,2024-02-03,Holiday
20735,231,2024-02-04,Holiday
20736,231,2024-02-05,Present
20737,231,2024-02-06,Holiday
20738,231,2024-02-07,Present
20739,231,2024-02-08,Present
20740,231,2024-02-09,Present
20741,231,2024-02-10,Holiday
20742,231,2024-02-11,Holiday
20743,231,2024-02-12,Present
20744,231,2024-02-13,Present
20745,231,2024-02-14,Absent
20746,231,2024-02-15,Holiday
20747,231,2024-02-16,Present
20748,231,2024-02-17,Holiday
20749,231,2024-02-18,Holiday
20750,231,2024-02-19,Absent
20751,231,2024-02-20,Present
20752,231,2024-02-21,Present
20753,231,2024-02-22,Present
20754,231,2024-02-23,Leave
20755,231,2024-02-24,Holiday
20756,231,2024-02-25,Holiday
20757,231,2024-02-26,Leave
20758,231,2024-02-27,Present
20759,231,2024-02-28,Absent
20760,231,2024-03-01,Present
20761,231,2024-03-02,Holiday
20762,231,2024-03-03,Holiday
20763,231,2024-03-04,Holiday
20764,231,2024-03-05,Leave
20765,231,2024-03-06,Present
20766,231,2024-03-07,Present
20767,231,2024-03-08,Holiday
20768,231,2024-03-09,Holiday
20769,231,2024-03-10,Holiday
20770,231,2024-03-11,Present
20771,231,2024-03-12,Present
20772,231,2024-03-13,Leave
20773,231,2024-03-14,Holiday
20774,231,2024-03-15,Present
20775,231,2024-03-16,Holiday
20776,231,2024-03-17,Holiday
20777,231,2024-03-18,Present
20778,231,2024-03-19,Present
20779,231,2024-03-20,Leave
20780,231,2024-03-21,Present
20781,231,2024-03-22,Present
20782,231,2024-03-23,Holiday
20783,231,2024-03-24,Holiday
20784,231,2024-03-25,Present
20785,231,2024-03-26,Holiday
20786,231,2024-03-27,Present
20787,231,2024-03-28,Present
20788,231,2024-03-29,Leave
20789,231,2024-03-30,Holiday
20790,231,2024-03-31,Holiday
20791,232,2024-01-01,Leave
20792,232,2024-01-02,Holiday
20793,232,2024-01-03,Present
20794,232,2024-01-04,Absent
20795,232,2024-01-05,Holiday
20796,232,2024-01-06,Holiday
20797,232,2024-01-07,Holiday
20798,232,2024-01-08,Present
20799,232,2024-01-09,Present
20800,232,2024-01-10,Present
20801,232,2024-01-11,Present
20802,232,2024-01-12,Present
20803,232,2024-01-13,Holiday
20804,232,2024-01-14,Holiday
20805,232,2024-01-15,Present
20806,232,2024-01-16,Present
20807,232,2024-01-17,Present
20808,232,2024-01-18,Present
20809,232,2024-01-19,Present
20810,232,2024-01-20,Holiday
20811,232,2024-01-21,Holiday
20812,232,2024-01-22,Present
20813,232,2024-01-23,Present
20814,232,2024-01-24,Present
20815,232,2024-01-25,Absent
20816,232,2024-01-26,Present
20817,232,2024-01-27,Holiday
20818,232,2024-01-28,Holiday
20819,232,2024-01-29,Present
20820,232,2024-01-30,Present
20821,232,2024-01-31,Absent
20822,232,2024-02-01,Leave
20823,232,2024-02-02,Present
20824,232,2024-02-03,Holiday
20825,232,2024-02-04,Holiday
20826,232,2024-02-05,Leave
20827,232,2024-02-06,Present
20828,232,2024-02-07,Absent
20829,232,2024-02-08,Present
20830,232,2024-02-09,Absent
20831,232,2024-02-10,Holiday
20832,232,2024-02-11,Holiday
20833,232,2024-02-12,Present
20834,232,2024-02-13,Leave
20835,232,2024-02-14,Present
20836,232,2024-02-15,Holiday
20837,232,2024-02-16,Present
20838,232,2024-02-17,Holiday
20839,232,2024-02-18,Holiday
20840,232,2024-02-19,Present
20841,232,2024-02-20,Present
20842,232,2024-02-21,Present
20843,232,2024-02-22,Present
20844,232,2024-02-23,Leave
20845,232,2024-02-24,Holiday
20846,232,2024-02-25,Holiday
20847,232,2024-02-26,Holiday
20848,232,2024-02-27,Present
20849,232,2024-02-28,Present
20850,232,2024-03-01,Present
20851,232,2024-03-02,Holiday
20852,232,2024-03-03,Holiday
20853,232,2024-03-04,Present
20854,232,2024-03-05,Holiday
20855,232,2024-03-06,Absent
20856,232,2024-03-07,Present
20857,232,2024-03-08,Present
20858,232,2024-03-09,Holiday
20859,232,2024-03-10,Holiday
20860,232,2024-03-11,Present
20861,232,2024-03-12,Absent
20862,232,2024-03-13,Present
20863,232,2024-03-14,Present
20864,232,2024-03-15,Present
20865,232,2024-03-16,Holiday
20866,232,2024-03-17,Holiday
20867,232,2024-03-18,Present
20868,232,2024-03-19,Leave
20869,232,2024-03-20,Present
20870,232,2024-03-21,Leave
20871,232,2024-03-22,Present
20872,232,2024-03-23,Holiday
20873,232,2024-03-24,Holiday
20874,232,2024-03-25,Present
20875,232,2024-03-26,Leave
20876,232,2024-03-27,Present
20877,232,2024-03-28,Holiday
20878,232,2024-03-29,Absent
20879,232,2024-03-30,Holiday
20880,232,2024-03-31,Holiday
20881,233,2024-01-01,Present
20882,233,2024-01-02,Present
20883,233,2024-01-03,Present
20884,233,2024-01-04,Absent
20885,233,2024-01-05,Absent
20886,233,2024-01-06,Holiday
20887,233,2024-01-07,Holiday
20888,233,2024-01-08,Leave
20889,233,2024-01-09,Present
20890,233,2024-01-10,Present
20891,233,2024-01-11,Present
20892,233,2024-01-12,Leave
20893,233,2024-01-13,Holiday
20894,233,2024-01-14,Holiday
20895,233,2024-01-15,Present
20896,233,2024-01-16,Absent
20897,233,2024-01-17,Holiday
20898,233,2024-01-18,Holiday
20899,233,2024-01-19,Absent
20900,233,2024-01-20,Holiday
20901,233,2024-01-21,Holiday
20902,233,2024-01-22,Present
20903,233,2024-01-23,Present
20904,233,2024-01-24,Holiday
20905,233,2024-01-25,Present
20906,233,2024-01-26,Present
20907,233,2024-01-27,Holiday
20908,233,2024-01-28,Holiday
20909,233,2024-01-29,Present
20910,233,2024-01-30,Present
20911,233,2024-01-31,Present
20912,233,2024-02-01,Leave
20913,233,2024-02-02,Present
20914,233,2024-02-03,Holiday
20915,233,2024-02-04,Holiday
20916,233,2024-02-05,Present
20917,233,2024-02-06,Present
20918,233,2024-02-07,Holiday
20919,233,2024-02-08,Present
20920,233,2024-02-09,Present
20921,233,2024-02-10,Holiday
20922,233,2024-02-11,Holiday
20923,233,2024-02-12,Present
20924,233,2024-02-13,Present
20925,233,2024-02-14,Present
20926,233,2024-02-15,Present
20927,233,2024-02-16,Present
20928,233,2024-02-17,Holiday
20929,233,2024-02-18,Holiday
20930,233,2024-02-19,Present
20931,233,2024-02-20,Leave
20932,233,2024-02-21,Leave
20933,233,2024-02-22,Holiday
20934,233,2024-02-23,Holiday
20935,233,2024-02-24,Holiday
20936,233,2024-02-25,Holiday
20937,233,2024-02-26,Leave
20938,233,2024-02-27,Present
20939,233,2024-02-28,Holiday
20940,233,2024-03-01,Present
20941,233,2024-03-02,Holiday
20942,233,2024-03-03,Holiday
20943,233,2024-03-04,Present
20944,233,2024-03-05,Present
20945,233,2024-03-06,Leave
20946,233,2024-03-07,Holiday
20947,233,2024-03-08,Holiday
20948,233,2024-03-09,Holiday
20949,233,2024-03-10,Holiday
20950,233,2024-03-11,Present
20951,233,2024-03-12,Present
20952,233,2024-03-13,Present
20953,233,2024-03-14,Present
20954,233,2024-03-15,Holiday
20955,233,2024-03-16,Holiday
20956,233,2024-03-17,Holiday
20957,233,2024-03-18,Leave
20958,233,2024-03-19,Present
20959,233,2024-03-20,Holiday
20960,233,2024-03-21,Absent
20961,233,2024-03-22,Holiday
20962,233,2024-03-23,Holiday
20963,233,2024-03-24,Holiday
20964,233,2024-03-25,Leave
20965,233,2024-03-26,Absent
20966,233,2024-03-27,Present
20967,233,2024-03-28,Present
20968,233,2024-03-29,Present
20969,233,2024-03-30,Holiday
20970,233,2024-03-31,Holiday
20971,234,2024-01-01,Present
20972,234,2024-01-02,Present
20973,234,2024-01-03,Present
20974,234,2024-01-04,Present
20975,234,2024-01-05,Present
20976,234,2024-01-06,Holiday
20977,234,2024-01-07,Holiday
20978,234,2024-01-08,Absent
20979,234,2024-01-09,Present
20980,234,2024-01-10,Absent
20981,234,2024-01-11,Holiday
20982,234,2024-01-12,Leave
20983,234,2024-01-13,Holiday
20984,234,2024-01-14,Holiday
20985,234,2024-01-15,Present
20986,234,2024-01-16,Present
20987,234,2024-01-17,Holiday
20988,234,2024-01-18,Present
20989,234,2024-01-19,Holiday
20990,234,2024-01-20,Holiday
20991,234,2024-01-21,Holiday
20992,234,2024-01-22,Present
20993,234,2024-01-23,Present
20994,234,2024-01-24,Present
20995,234,2024-01-25,Present
20996,234,2024-01-26,Leave
20997,234,2024-01-27,Holiday
20998,234,2024-01-28,Holiday
20999,234,2024-01-29,Holiday
21000,234,2024-01-30,Leave
21001,234,2024-01-31,Present
21002,234,2024-02-01,Present
21003,234,2024-02-02,Leave
21004,234,2024-02-03,Holiday
21005,234,2024-02-04,Holiday
21006,234,2024-02-05,Holiday
21007,234,2024-02-06,Leave
21008,234,2024-02-07,Present
21009,234,2024-02-08,Holiday
21010,234,2024-02-09,Holiday
21011,234,2024-02-10,Holiday
21012,234,2024-02-11,Holiday
21013,234,2024-02-12,Present
21014,234,2024-02-13,Present
21015,234,2024-02-14,Leave
21016,234,2024-02-15,Present
21017,234,2024-02-16,Leave
21018,234,2024-02-17,Holiday
21019,234,2024-02-18,Holiday
21020,234,2024-02-19,Absent
21021,234,2024-02-20,Leave
21022,234,2024-02-21,Present
21023,234,2024-02-22,Present
21024,234,2024-02-23,Absent
21025,234,2024-02-24,Holiday
21026,234,2024-02-25,Holiday
21027,234,2024-02-26,Present
21028,234,2024-02-27,Present
21029,234,2024-02-28,Leave
21030,234,2024-03-01,Present
21031,234,2024-03-02,Holiday
21032,234,2024-03-03,Holiday
21033,234,2024-03-04,Absent
21034,234,2024-03-05,Absent
21035,234,2024-03-06,Present
21036,234,2024-03-07,Holiday
21037,234,2024-03-08,Present
21038,234,2024-03-09,Holiday
21039,234,2024-03-10,Holiday
