review_id,emp_id,review_year,rating,manager_comment
643,322,2022,4,"Meets expectations, room to grow"
644,322,2023,4,Consistently delivers high-quality work
645,323,2022,5,Consistently delivers high-quality work
646,323,2023,5,"Good technical skills, improve soft skills"
647,324,2022,3,Consistently delivers high-quality work
648,324,2023,4,Consistently delivers high-quality work
649,325,2022,3,Needs improvement in time management
650,325,2023,3,Highly motivated and reliable
651,326,2022,3,Needs improvement in time management
652,326,2023,4,Struggles with deadlines occasionally
653,327,2022,3,Consistently delivers high-quality work
654,327,2023,4,"Below expectations, requires coaching"
655,328,2022,4,Excellent team player and communicator
656,328,2023,3,"Meets expectations, room to grow"
657,329,2022,3,Great initiative and problem-solving skills
658,329,2023,3,Outstanding performance this year
659,330,2022,2,"Below expectations, requires coaching"
660,330,2023,4,"Meets expectations, room to grow"
661,331,2022,3,"Below expectations, requires coaching"
662,331,2023,5,Struggles with deadlines occasionally
663,332,2022,3,"Below expectations, requires coaching"
664,332,2023,3,Great initiative and problem-solving skills
665,333,2022,3,Highly motivated and reliable
666,333,2023,2,Needs improvement in time management
667,334,2022,4,Outstanding performance this year
668,334,2023,4,Struggles with deadlines occasionally
669,335,2022,4,"Good technical skills, improve soft skills"
670,335,2023,5,Needs improvement in time management
671,336,2022,2,"Meets expectations, room to grow"
672,336,2023,3,"Meets expectations, room to grow"
673,337,2022,3,Outstanding performance this year
674,337,2023,4,Needs improvement in time management
675,338,2022,4,Needs improvement in time management
676,338,2023,4,Needs improvement in time management
677,339,2022,4,Highly motivated and reliable
678,339,2023,4,Excellent team player and communicator
679,340,2022,5,Needs improvement in time management
680,340,2023,1,"Good technical skills, improve soft skills"
681,341,2022,4,"Below expectations, requires coaching"
682,341,2023,4,Great initiative and problem-solving skills
683,342,2022,1,Needs improvement in time management
684,342,2023,3,Highly motivated and reliable
685,343,2022,4,"Good technical skills, improve soft skills"
686,343,2023,4,"Meets expectations, room to grow"
687,344,2022,3,Struggles with deadlines occasionally
688,344,2023,4,Struggles with deadlines occasionally
689,345,2022,3,Consistently delivers high-quality work
690,345,2023,5,Outstanding performance this year
691,346,2022,2,Struggles with deadlines occasionally
692,346,2023,3,Excellent team player and communicator
693,347,2022,1,Struggles with deadlines occasionally
694,347,2023,5,Excellent team player and communicator
695,348,2022,3,Great initiative and problem-solving skills
696,348,2023,4,Struggles with deadlines occasionally
697,349,2022,5,Needs improvement in time management
698,349,2023,3,"Meets expectations, room to grow"
699,350,2022,3,Great initiative and problem-solving skills
700,350,2023,4,Excellent team player and communicator
701,351,2022,5,Outstanding performance this year
702,351,2023,3,"Good technical skills, improve soft skills"
703,352,2022,1,Needs improvement in time management
704,352,2023,3,"Below expectations, requires coaching"
705,353,2022,5,Great initiative and problem-solving skills
706,353,2023,4,"Good technical skills, improve soft skills"
707,354,2022,2,Outstanding performance this year
708,354,2023,3,Outstanding performance this year
709,355,2022,3,Struggles with deadlines occasionally
710,355,2023,5,Highly motivated and reliable
711,356,2022,2,Highly motivated and reliable
712,356,2023,5,Excellent team player and communicator
713,357,2022,3,Great initiative and problem-solving skills
714,357,2023,5,Struggles with deadlines occasionally
715,358,2022,3,Struggles with deadlines occasionally
716,358,2023,3,Excellent team player and communicator
717,359,2022,3,Consistently delivers high-quality work
718,359,2023,5,Outstanding performance this year
719,360,2022,4,Needs improvement in time management
720,360,2023,4,"Meets expectations, room to grow"
721,361,2022,4,Highly motivated and reliable
722,361,2023,5,"Good technical skills, improve soft skills"
723,362,2022,3,Highly motivated and reliable
724,362,2023,3,"Meets expectations, room to grow"
725,363,2022,3,Highly motivated and reliable
726,363,2023,3,"Below expectations, requires coaching"
727,364,2022,4,Excellent team player and communicator
728,364,2023,2,Excellent team player and communicator
729,365,2022,3,"Below expectations, requires coaching"
730,365,2023,5,Struggles with deadlines occasionally
731,366,2022,4,"Good technical skills, improve soft skills"
732,366,2023,3,"Good technical skills, improve soft skills"
733,367,2022,4,Struggles with deadlines occasionally
734,367,2023,5,Outstanding performance this year
735,368,2022,3,Highly motivated and reliable
736,368,2023,3,Consistently delivers high-quality work
737,369,2022,1,Great initiative and problem-solving skills
738,369,2023,3,Great initiative and problem-solving skills
739,370,2022,4,"Meets expectations, room to grow"
740,370,2023,4,Needs improvement in time management
741,371,2022,4,Outstanding performance this year
742,371,2023,3,"Good technical skills, improve soft skills"
743,372,2022,4,Outstanding performance this year
744,372,2023,2,"Meets expectations, room to grow"
745,373,2022,5,Great initiative and problem-solving skills
746,373,2023,4,Great initiative and problem-solving skills
747,374,2022,3,"Good technical skills, improve soft skills"
748,374,2023,4,Excellent team player and communicator
749,375,2022,3,Outstanding performance this year
750,375,2023,5,Highly motivated and reliable
751,376,2022,5,Highly motivated and reliable
752,376,2023,3,Excellent team player and communicator
753,377,2022,3,"Meets expectations, room to grow"
754,377,2023,3,"Below expectations, requires coaching"
755,378,2022,3,Consistently delivers high-quality work
756,378,2023,2,Consistently delivers high-quality work
757,379,2022,4,Great initiative and problem-solving skills
758,379,2023,4,Needs improvement in time management
759,380,2022,4,Excellent team player and communicator
760,380,2023,5,Great initiative and problem-solving skills
761,381,2022,3,Highly motivated and reliable
762,381,2023,4,Great initiative and problem-solving skills
763,382,2022,3,"Good technical skills, improve soft skills"
764,382,2023,3,Consistently delivers high-quality work
765,383,2022,4,"Meets expectations, room to grow"
766,383,2023,4,Needs improvement in time management
767,384,2022,4,Great initiative and problem-solving skills
768,384,2023,4,"Below expectations, requires coaching"
769,385,2022,2,Struggles with deadlines occasionally
770,385,2023,3,"Below expectations, requires coaching"
771,386,2022,4,"Good technical skills, improve soft skills"
772,386,2023,4,Consistently delivers high-quality work
773,387,2022,3,Outstanding performance this year
774,387,2023,2,Struggles with deadlines occasionally
775,388,2022,4,"Meets expectations, room to grow"
776,388,2023,4,"Meets expectations, room to grow"
777,389,2022,2,Highly motivated and reliable
778,389,2023,3,Struggles with deadlines occasionally
779,390,2022,3,"Good technical skills, improve soft skills"
780,390,2023,2,"Good technical skills, improve soft skills"
781,391,2022,5,Highly motivated and reliable
782,391,2023,3,Highly motivated and reliable
783,392,2022,4,Needs improvement in time management
784,392,2023,3,Excellent team player and communicator
785,393,2022,4,Highly motivated and reliable
786,393,2023,5,"Below expectations, requires coaching"
787,394,2022,3,"Below expectations, requires coaching"
788,394,2023,4,Highly motivated and reliable
789,395,2022,4,Great initiative and problem-solving skills
790,395,2023,4,Struggles with deadlines occasionally
791,396,2022,3,Excellent team player and communicator
792,396,2023,1,"Below expectations, requires coaching"
793,397,2022,4,"Good technical skills, improve soft skills"
794,397,2023,5,Excellent team player and communicator
795,398,2022,3,"Good technical skills, improve soft skills"
796,398,2023,3,"Meets expectations, room to grow"
797,399,2022,3,"Below expectations, requires coaching"
798,399,2023,3,Consistently delivers high-quality work
799,400,2022,5,Excellent team player and communicator
800,400,2023,2,"Meets expectations, room to grow"
801,401,2022,5,Struggles with deadlines occasionally
802,401,2023,4,Needs improvement in time management
803,402,2022,3,Excellent team player and communicator
804,402,2023,4,"Good technical skills, improve soft skills"
805,403,2022,5,"Below expectations, requires coaching"
806,403,2023,2,Excellent team player and communicator
807,404,2022,4,Great initiative and problem-solving skills
808,404,2023,4,Consistently delivers high-quality work
809,405,2022,4,Highly motivated and reliable
810,405,2023,5,Outstanding performance this year
811,406,2022,3,Highly motivated and reliable
812,406,2023,3,"Good technical skills, improve soft skills"
813,407,2022,4,"Good technical skills, improve soft skills"
814,407,2023,4,"Good technical skills, improve soft skills"
815,408,2022,3,Struggles with deadlines occasionally
816,408,2023,5,"Below expectations, requires coaching"
817,409,2022,4,Needs improvement in time management
818,409,2023,4,Struggles with deadlines occasionally
819,410,2022,4,Great initiative and problem-solving skills
820,410,2023,3,Highly motivated and reliable
821,411,2022,3,Outstanding performance this year
822,411,2023,4,Needs improvement in time management
823,412,2022,3,"Meets expectations, room to grow"
824,412,2023,1,Needs improvement in time management
825,413,2022,2,Highly motivated and reliable
826,413,2023,2,Great initiative and problem-solving skills
827,414,2022,2,"Good technical skills, improve soft skills"
828,414,2023,1,Outstanding performance this year
829,415,2022,5,Great initiative and problem-solving skills
830,415,2023,4,Needs improvement in time management
831,416,2022,2,Excellent team player and communicator
832,416,2023,4,"Good technical skills, improve soft skills"
833,417,2022,3,Excellent team player and communicator
834,417,2023,2,"Meets expectations, room to grow"
835,418,2022,4,"Below expectations, requires coaching"
836,418,2023,3,Struggles with deadlines occasionally
837,419,2022,3,"Below expectations, requires coaching"
838,419,2023,2,"Meets expectations, room to grow"
839,420,2022,2,Excellent team player and communicator
840,420,2023,5,Consistently delivers high-quality work
841,421,2022,4,"Meets expectations, room to grow"
842,421,2023,4,Struggles with deadlines occasionally
843,422,2022,4,"Below expectations, requires coaching"
844,422,2023,1,"Good technical skills, improve soft skills"
845,423,2022,4,"Meets expectations, room to grow"
846,423,2023,4,Highly motivated and reliable
847,424,2022,3,Outstanding performance this year
848,424,2023,4,Outstanding performance this year
849,425,2022,4,"Good technical skills, improve soft skills"
850,425,2023,5,"Meets expectations, room to grow"
851,426,2022,4,Needs improvement in time management
852,426,2023,5,Excellent team player and communicator
853,427,2022,3,Needs improvement in time management
854,427,2023,4,Outstanding performance this year
855,428,2022,3,Needs improvement in time management
856,428,2023,5,Needs improvement in time management
857,429,2022,2,"Good technical skills, improve soft skills"
858,429,2023,3,"Below expectations, requires coaching"
859,430,2022,4,"Good technical skills, improve soft skills"
860,430,2023,4,Outstanding performance this year
861,431,2022,3,Excellent team player and communicator
862,431,2023,2,"Meets expectations, room to grow"
863,432,2022,3,Consistently delivers high-quality work
864,432,2023,5,Highly motivated and reliable
865,433,2022,5,Great initiative and problem-solving skills
866,433,2023,4,"Below expectations, requires coaching"
867,434,2022,2,"Meets expectations, room to grow"
868,434,2023,2,Outstanding performance this year
869,435,2022,3,Outstanding performance this year
870,435,2023,3,Highly motivated and reliable
871,436,2022,5,Needs improvement in time management
872,436,2023,4,Consistently delivers high-quality work
873,437,2022,2,"Good technical skills, improve soft skills"
874,437,2023,5,Highly motivated and reliable
875,438,2022,3,"Meets expectations, room to grow"
876,438,2023,4,"Below expectations, requires coaching"
877,439,2022,2,"Good technical skills, improve soft skills"
878,439,2023,5,Excellent team player and communicator
879,440,2022,5,Great initiative and problem-solving skills
880,440,2023,4,Outstanding performance this year
881,441,2022,5,Great initiative and problem-solving skills
882,441,2023,4,Great initiative and problem-solving skills
883,442,2022,4,Struggles with deadlines occasionally
884,442,2023,5,"Meets expectations, room to grow"
885,443,2022,3,Highly motivated and reliable
886,443,2023,4,"Good technical skills, improve soft skills"
887,444,2022,4,"Meets expectations, room to grow"
888,444,2023,2,"Good technical skills, improve soft skills"
889,445,2022,4,Excellent team player and communicator
890,445,2023,4,"Meets expectations, room to grow"
891,446,2022,3,"Below expectations, requires coaching"
892,446,2023,4,Consistently delivers high-quality work
893,447,2022,5,Excellent team player and communicator
894,447,2023,3,Great initiative and problem-solving skills
895,448,2022,4,Excellent team player and communicator
896,448,2023,4,Excellent team player and communicator
897,449,2022,2,Great initiative and problem-solving skills
898,449,2023,3,"Good technical skills, improve soft skills"
899,450,2022,3,Consistently delivers high-quality work
900,450,2023,3,Outstanding performance this year
901,451,2022,4,"Good technical skills, improve soft skills"
902,451,2023,4,Struggles with deadlines occasionally
903,452,2022,5,"Below expectations, requires coaching"
904,452,2023,4,"Below expectations, requires coaching"
905,453,2022,3,Outstanding performance this year
906,453,2023,5,Needs improvement in time management
907,454,2022,4,"Below expectations, requires coaching"
908,454,2023,3,Consistently delivers high-quality work
909,455,2022,4,Needs improvement in time management
910,455,2023,4,Struggles with deadlines occasionally
911,456,2022,4,"Meets expectations, room to grow"
912,456,2023,5,Highly motivated and reliable
913,457,2022,5,Excellent team player and communicator
914,457,2023,3,"Below expectations, requires coaching"
915,458,2022,4,Consistently delivers high-quality work
916,458,2023,5,Highly motivated and reliable
917,459,2022,4,Highly motivated and reliable
918,459,2023,4,Highly motivated and reliable
919,460,2022,4,Highly motivated and reliable
920,460,2023,1,"Good technical skills, improve soft skills"
921,461,2022,4,Consistently delivers high-quality work
922,461,2023,4,Struggles with deadlines occasionally
923,462,2022,3,"Good technical skills, improve soft skills"
924,462,2023,3,Great initiative and problem-solving skills
925,463,2022,5,Excellent team player and communicator
926,463,2023,3,Struggles with deadlines occasionally
927,464,2022,4,Struggles with deadlines occasionally
928,464,2023,3,Outstanding performance this year
929,465,2022,3,"Meets expectations, room to grow"
930,465,2023,1,Excellent team player and communicator
931,466,2022,3,"Meets expectations, room to grow"
932,466,2023,5,Consistently delivers high-quality work
933,467,2022,5,Consistently delivers high-quality work
934,467,2023,4,Needs improvement in time management
935,468,2022,4,"Meets expectations, room to grow"
936,468,2023,4,Highly motivated and reliable
937,469,2022,3,"Meets expectations, room to grow"
938,469,2023,3,Consistently delivers high-quality work
939,470,2022,4,Outstanding performance this year
940,470,2023,4,"Below expectations, requires coaching"
941,471,2022,4,Needs improvement in time management
942,471,2023,3,"Good technical skills, improve soft skills"
943,472,2022,4,"Below expectations, requires coaching"
944,472,2023,5,"Good technical skills, improve soft skills"
945,473,2022,3,Needs improvement in time management
946,473,2023,3,"Meets expectations, room to grow"
947,474,2022,3,Great initiative and problem-solving skills
948,474,2023,2,Needs improvement in time management
949,475,2022,5,Outstanding performance this year
950,475,2023,5,"Good technical skills, improve soft skills"
951,476,2022,4,Highly motivated and reliable
952,476,2023,4,Outstanding performance this year
953,477,2022,3,Excellent team player and communicator
954,477,2023,4,"Good technical skills, improve soft skills"
955,478,2022,4,Excellent team player and communicator
956,478,2023,4,Needs improvement in time management
957,479,2022,4,Excellent team player and communicator
958,479,2023,4,"Meets expectations, room to grow"
959,480,2022,1,Great initiative and problem-solving skills
960,480,2023,3,Consistently delivers high-quality work
961,481,2022,5,Needs improvement in time management
962,481,2023,4,Excellent team player and communicator
963,482,2022,4,Consistently delivers high-quality work
964,482,2023,5,Highly motivated and reliable
965,483,2022,4,"Below expectations, requires coaching"
966,483,2023,4,Consistently delivers high-quality work
967,484,2022,3,Struggles with deadlines occasionally
968,484,2023,3,"Meets expectations, room to grow"
969,485,2022,4,Excellent team player and communicator
970,485,2023,3,Outstanding performance this year
971,486,2022,3,Consistently delivers high-quality work
972,486,2023,4,Highly motivated and reliable
973,487,2022,3,"Below expectations, requires coaching"
974,487,2023,4,Highly motivated and reliable
975,488,2022,5,"Below expectations, requires coaching"
976,488,2023,3,Consistently delivers high-quality work
977,489,2022,3,"Below expectations, requires coaching"
978,489,2023,4,Highly motivated and reliable
979,490,2022,3,"Below expectations, requires coaching"
980,490,2023,3,Needs improvement in time management
981,491,2022,4,"Good technical skills, improve soft skills"
982,491,2023,3,Needs improvement in time management
983,492,2022,5,Highly motivated and reliable
984,492,2023,5,Struggles with deadlines occasionally
985,493,2022,5,Struggles with deadlines occasionally
986,493,2023,5,Consistently delivers high-quality work
987,494,2022,5,Consistently delivers high-quality work
988,494,2023,5,"Below expectations, requires coaching"
989,495,2022,4,Needs improvement in time management
990,495,2023,4,Needs improvement in time management
991,496,2022,4,Needs improvement in time management
992,496,2023,4,Great initiative and problem-solving skills
993,497,2022,5,Outstanding performance this year
994,497,2023,2,Consistently delivers high-quality work
995,498,2022,5,Consistently delivers high-quality work
996,498,2023,4,Outstanding performance this year
997,499,2022,4,Needs improvement in time management
998,499,2023,4,Highly motivated and reliable
999,500,2022,5,Highly motivated and reliable
1000,500,2023,5,Great initiative and problem-solving skills
1001,501,2022,1,"Below expectations, requires coaching"
1002,501,2023,3,Consistently delivers high-quality work
1003,502,2022,1,"Meets expectations, room to grow"
1004,502,2023,5,"Below expectations, requires coaching"
1005,503,2022,3,"Below expectations, requires coaching"
1006,503,2023,4,Consistently delivers high-quality work
1007,504,2022,1,Consistently delivers high-quality work
1008,504,2023,2,Outstanding performance this year
1009,505,2022,5,"Good technical skills, improve soft skills"
1010,505,2023,3,Great initiative and problem-solving skills
1011,506,2022,3,Excellent team player and communicator
1012,506,2023,3,Struggles with deadlines occasionally
1013,507,2022,4,Outstanding performance this year
1014,507,2023,3,"Below expectations, requires coaching"
1015,508,2022,3,Needs improvement in time management
1016,508,2023,3,Needs improvement in time management
1017,509,2022,4,"Meets expectations, room to grow"
1018,509,2023,3,Highly motivated and reliable
1019,510,2022,3,"Meets expectations, room to grow"
1020,510,2023,4,Excellent team player and communicator
1021,511,2022,3,Needs improvement in time management
1022,511,2023,5,Outstanding performance this year
1023,512,2022,4,Highly motivated and reliable
1024,512,2023,3,"Below expectations, requires coaching"
1025,513,2022,4,Outstanding performance this year
1026,513,2023,3,Outstanding performance this year
1027,514,2022,4,Struggles with deadlines occasionally
1028,514,2023,2,Needs improvement in time management
1029,515,2022,4,"Meets expectations, room to grow"
1030,515,2023,2,"Good technical skills, improve soft skills"
1031,516,2022,5,"Good technical skills, improve soft skills"
1032,516,2023,3,Consistently delivers high-quality work
1033,517,2022,5,"Meets expectations, room to grow"
1034,517,2023,3,Consistently delivers high-quality work
1035,518,2022,4,Needs improvement in time management
1036,518,2023,5,Highly motivated and reliable
1037,519,2022,4,"Meets expectations, room to grow"
1038,519,2023,3,Excellent team player and communicator
1039,520,2022,3,Great initiative and problem-solving skills
1040,520,2023,4,Outstanding performance this year
1041,521,2022,2,"Good technical skills, improve soft skills"
1042,521,2023,5,Outstanding performance this year
1043,522,2022,3,Excellent team player and communicator
1044,522,2023,2,Needs improvement in time management
1045,523,2022,4,"Below expectations, requires coaching"
1046,523,2023,4,Highly motivated and reliable
1047,524,2022,4,Struggles with deadlines occasionally
1048,524,2023,4,Outstanding performance this year
1049,525,2022,4,"Good technical skills, improve soft skills"
1050,525,2023,2,Consistently delivers high-quality work
1051,526,2022,4,"Meets expectations, room to grow"
1052,526,2023,2,Highly motivated and reliable
1053,527,2022,3,Struggles with deadlines occasionally
1054,527,2023,1,"Good technical skills, improve soft skills"
1055,528,2022,1,"Meets expectations, room to grow"
1056,528,2023,5,"Meets expectations, room to grow"
1057,529,2022,3,Needs improvement in time management
1058,529,2023,3,Great initiative and problem-solving skills
1059,530,2022,3,Struggles with deadlines occasionally
1060,530,2023,4,"Below expectations, requires coaching"
1061,531,2022,3,"Good technical skills, improve soft skills"
1062,531,2023,4,Struggles with deadlines occasionally
1063,532,2022,3,Outstanding performance this year
1064,532,2023,4,Outstanding performance this year
1065,533,2022,3,"Good technical skills, improve soft skills"
1066,533,2023,2,Needs improvement in time management
1067,534,2022,5,Needs improvement in time management
1068,534,2023,1,"Below expectations, requires coaching"
1069,535,2022,3,"Meets expectations, room to grow"
1070,535,2023,2,Struggles with deadlines occasionally
1071,536,2022,4,"Below expectations, requires coaching"
1072,536,2023,2,Struggles with deadlines occasionally
1073,537,2022,3,Consistently delivers high-quality work
1074,537,2023,4,Needs improvement in time management
1075,538,2022,5,Highly motivated and reliable
1076,538,2023,3,"Below expectations, requires coaching"
1077,539,2022,5,"Meets expectations, room to grow"
1078,539,2023,4,Great initiative and problem-solving skills
1079,540,2022,4,Needs improvement in time management
1080,540,2023,5,Highly motivated and reliable
1081,541,2022,2,Needs improvement in time management
1082,541,2023,3,Excellent team player and communicator
1083,542,2022,4,"Meets expectations, room to grow"
1084,542,2023,4,Highly motivated and reliable
1085,543,2022,4,Great initiative and problem-solving skills
1086,543,2023,4,Struggles with deadlines occasionally
1087,544,2022,4,Great initiative and problem-solving skills
1088,544,2023,4,Highly motivated and reliable
1089,545,2022,4,Outstanding performance this year
1090,545,2023,3,Great initiative and problem-solving skills
1091,546,2022,3,Highly motivated and reliable
1092,546,2023,5,"Good technical skills, improve soft skills"
1093,547,2022,3,Excellent team player and communicator
1094,547,2023,4,Great initiative and problem-solving skills
1095,548,2022,3,"Below expectations, requires coaching"
1096,548,2023,5,Outstanding performance this year
1097,549,2022,5,Consistently delivers high-quality work
1098,549,2023,2,Outstanding performance this year
1099,550,2022,3,"Below expectations, requires coaching"
1100,550,2023,4,Highly motivated and reliable
1101,551,2022,5,Highly motivated and reliable
1102,551,2023,4,"Meets expectations, room to grow"
1103,552,2022,2,Highly motivated and reliable
1104,552,2023,4,Consistently delivers high-quality work
1105,553,2022,3,Great initiative and problem-solving skills
1106,553,2023,4,"Meets expectations, room to grow"
1107,554,2022,3,Outstanding performance this year
1108,554,2023,4,Needs improvement in time management
1109,555,2022,3,Struggles with deadlines occasionally
1110,555,2023,5,Great initiative and problem-solving skills
1111,556,2022,4,Great initiative and problem-solving skills
1112,556,2023,3,Great initiative and problem-solving skills
1113,557,2022,3,Needs improvement in time management
1114,557,2023,3,Excellent team player and communicator
1115,558,2022,4,Needs improvement in time management
1116,558,2023,4,Struggles with deadlines occasionally
1117,559,2022,4,Highly motivated and reliable
1118,559,2023,5,Highly motivated and reliable
1119,560,2022,4,Consistently delivers high-quality work
1120,560,2023,5,Struggles with deadlines occasionally
1121,561,2022,2,Consistently delivers high-quality work
1122,561,2023,3,"Good technical skills, improve soft skills"
1123,562,2022,3,Consistently delivers high-quality work
1124,562,2023,2,"Below expectations, requires coaching"
1125,563,2022,4,Outstanding performance this year
1126,563,2023,4,Great initiative and problem-solving skills
1127,564,2022,5,"Good technical skills, improve soft skills"
1128,564,2023,3,"Meets expectations, room to grow"
1129,565,2022,3,"Below expectations, requires coaching"
1130,565,2023,5,"Below expectations, requires coaching"
1131,566,2022,4,Excellent team player and communicator
1132,566,2023,3,Excellent team player and communicator
1133,567,2022,5,Great initiative and problem-solving skills
1134,567,2023,3,Outstanding performance this year
1135,568,2022,5,Consistently delivers high-quality work
1136,568,2023,5,Needs improvement in time management
1137,569,2022,3,"Below expectations, requires coaching"
1138,569,2023,1,Great initiative and problem-solving skills
1139,570,2022,3,Great initiative and problem-solving skills
1140,570,2023,3,"Good technical skills, improve soft skills"
1141,571,2022,3,Consistently delivers high-quality work
1142,571,2023,4,"Good technical skills, improve soft skills"
1143,572,2022,1,Struggles with deadlines occasionally
1144,572,2023,3,Struggles with deadlines occasionally
1145,573,2022,3,"Meets expectations, room to grow"
1146,573,2023,3,Needs improvement in time management
1147,574,2022,5,Outstanding performance this year
1148,574,2023,3,Needs improvement in time management
1149,575,2022,2,Highly motivated and reliable
1150,575,2023,1,Consistently delivers high-quality work
1151,576,2022,4,Highly motivated and reliable
1152,576,2023,3,Needs improvement in time management
1153,577,2022,5,Struggles with deadlines occasionally
1154,577,2023,4,Highly motivated and reliable
1155,578,2022,5,"Meets expectations, room to grow"
1156,578,2023,3,Great initiative and problem-solving skills
1157,579,2022,4,Highly motivated and reliable
1158,579,2023,4,Excellent team player and communicator
1159,580,2022,3,Great initiative and problem-solving skills
1160,580,2023,4,Great initiative and problem-solving skills
1161,581,2022,2,"Good technical skills, improve soft skills"
1162,581,2023,4,Excellent team player and communicator
1163,582,2022,5,Consistently delivers high-quality work
1164,582,2023,3,Highly motivated and reliable
1165,583,2022,4,Great initiative and problem-solving skills
1166,583,2023,4,"Meets expectations, room to grow"
1167,584,2022,2,"Meets expectations, room to grow"
1168,584,2023,3,Consistently delivers high-quality work
1169,585,2022,4,"Meets expectations, room to grow"
1170,585,2023,4,"Good technical skills, improve soft skills"
1171,586,2022,2,Great initiative and problem-solving skills
1172,586,2023,5,Struggles with deadlines occasionally
1173,587,2022,3,"Below expectations, requires coaching"
1174,587,2023,3,Great initiative and problem-solving skills
1175,588,2022,3,Outstanding performance this year
1176,588,2023,4,Great initiative and problem-solving skills
1177,589,2022,3,Consistently delivers high-quality work
1178,589,2023,5,"Good technical skills, improve soft skills"
1179,590,2022,3,Needs improvement in time management
1180,590,2023,4,Highly motivated and reliable
1181,591,2022,3,Struggles with deadlines occasionally
1182,591,2023,3,"Good technical skills, improve soft skills"
1183,592,2022,3,Outstanding performance this year
1184,592,2023,4,"Meets expectations, room to grow"
1185,593,2022,4,"Meets expectations, room to grow"
1186,593,2023,4,Struggles with deadlines occasionally
1187,594,2022,4,Excellent team player and communicator
1188,594,2023,5,Struggles with deadlines occasionally
1189,595,2022,5,"Meets expectations, room to grow"
1190,595,2023,4,Excellent team player and communicator
1191,596,2022,3,Struggles with deadlines occasionally
1192,596,2023,4,Needs improvement in time management
1193,597,2022,3,Outstanding performance this year
1194,597,2023,2,Needs improvement in time management
1195,598,2022,4,Highly motivated and reliable
1196,598,2023,5,Great initiative and problem-solving skills
1197,599,2022,2,Excellent team player and communicator
1198,599,2023,4,"Below expectations, requires coaching"
1199,600,2022,2,Great initiative and problem-solving skills
1200,600,2023,3,"Meets expectations, room to grow"
1201,601,2022,5,"Meets expectations, room to grow"
1202,601,2023,3,Great initiative and problem-solving skills
1203,602,2022,4,"Meets expectations, room to grow"
1204,602,2023,3,Struggles with deadlines occasionally
1205,603,2022,3,"Below expectations, requires coaching"
1206,603,2023,4,Excellent team player and communicator
1207,604,2022,5,"Good technical skills, improve soft skills"
1208,604,2023,3,"Below expectations, requires coaching"
1209,605,2022,4,"Below expectations, requires coaching"
1210,605,2023,5,Consistently delivers high-quality work
1211,606,2022,4,Highly motivated and reliable
1212,606,2023,3,"Meets expectations, room to grow"
1213,607,2022,5,Needs improvement in time management
1214,607,2023,4,Struggles with deadlines occasionally
1215,608,2022,5,Highly motivated and reliable
1216,608,2023,4,Consistently delivers high-quality work
1217,609,2022,1,Consistently delivers high-quality work
1218,609,2023,5,"Good technical skills, improve soft skills"
1219,610,2022,4,Outstanding performance this year
1220,610,2023,4,Outstanding performance this year
1221,611,2022,5,"Good technical skills, improve soft skills"
1222,611,2023,5,Consistently delivers high-quality work
1223,612,2022,4,Consistently delivers high-quality work
1224,612,2023,5,Struggles with deadlines occasionally
1225,613,2022,3,Consistently delivers high-quality work
1226,613,2023,5,Consistently delivers high-quality work
1227,614,2022,3,"Meets expectations, room to grow"
1228,614,2023,3,Outstanding performance this year
1229,615,2022,4,"Below expectations, requires coaching"
1230,615,2023,5,Highly motivated and reliable
1231,616,2022,4,Consistently delivers high-quality work
1232,616,2023,2,Outstanding performance this year
1233,617,2022,1,"Good technical skills, improve soft skills"
1234,617,2023,2,Consistently delivers high-quality work
1235,618,2022,4,"Below expectations, requires coaching"
1236,618,2023,1,Excellent team player and communicator
1237,619,2022,4,Needs improvement in time management
1238,619,2023,3,"Good technical skills, improve soft skills"
1239,620,2022,1,Outstanding performance this year
1240,620,2023,5,Needs improvement in time management
1241,621,2022,4,Needs improvement in time management
1242,621,2023,3,Outstanding performance this year
1243,622,2022,4,Consistently delivers high-quality work
1244,622,2023,1,Excellent team player and communicator
1245,623,2022,4,Highly motivated and reliable
1246,623,2023,4,"Good technical skills, improve soft skills"
1247,624,2022,1,Outstanding performance this year
1248,624,2023,4,"Good technical skills, improve soft skills"
1249,625,2022,1,Highly motivated and reliable
1250,625,2023,4,Great initiative and problem-solving skills
1251,626,2022,4,"Good technical skills, improve soft skills"
1252,626,2023,2,"Below expectations, requires coaching"
1253,627,2022,3,"Good technical skills, improve soft skills"
1254,627,2023,5,Excellent team player and communicator
1255,628,2022,3,Excellent team player and communicator
1256,628,2023,4,Struggles with deadlines occasionally
1257,629,2022,5,Highly motivated and reliable
1258,629,2023,4,Outstanding performance this year
1259,630,2022,3,Struggles with deadlines occasionally
1260,630,2023,3,Excellent team player and communicator
1261,631,2022,4,Highly motivated and reliable
1262,631,2023,3,Outstanding performance this year
1263,632,2022,4,Great initiative and problem-solving skills
1264,632,2023,4,"Meets expectations, room to grow"
1265,633,2022,3,Outstanding performance this year
1266,633,2023,5,"Good technical skills, improve soft skills"
1267,634,2022,5,Needs improvement in time management
1268,634,2023,4,"Below expectations, requires coaching"
1269,635,2022,4,Great initiative and problem-solving skills
1270,635,2023,4,Needs improvement in time management
1271,636,2022,5,Consistently delivers high-quality work
1272,636,2023,5,Great initiative and problem-solving skills
1273,637,2022,4,Consistently delivers high-quality work
